Age,Sex,Education,Nationality,Religion,Political tendency (1 = Left-wing),R-PBS 1,R-PBS 2,R-PBS 3,R-PBS 4,R-PBS 5,R-PBS 6,R-PBS 7,R-PBS 8,R-PBS 9,R-PBS 10,R-PBS 11,R-PBS 12,R-PBS 13,R-PBS 14,R-PBS 15,R-PBS 16,R-PBS 17,R-PBS 18,R-PBS 19,R-PBS 20,R-PBS 21,R-PBS 22,R-PBS 23 (R) ,R-PBS 24,R-PBS 25,R-PBS 26,IAS-R-PBS 1 (R) ,IAS-R-PBS 2,IAS-R-PBS 3,IAS-R-PBS 4 (R) ,IAS-R-PBS 5 (R) ,IAS-R-PBS 6,GCBS 1,GCBS 2,GCBS 3,GCBS 4,GCBS 5,GCBS 6,GCBS 7,GCBS 8,GCBS 9,GCBS 10,GCBS 11,GCBS 12,GCBS 13,GCBS 14,GCBS 15,IAS-GCBS 1 (R) ,IAS-GCBS 2,IAS-GCBS 3,IAS-GCBS 4 (R) ,IAS-GCBS 5 (R) ,IAS-GCBS 6, PSEUDO 1, PSEUDO 2, PSEUDO 3, PSEUDO 4 (R) , PSEUDO 5, PSEUDO 6, PSEUDO 7 (R) , PSEUDO 8, PSEUDO 9, PSEUDO 10, PSEUDO 11 (R) , PSEUDO 12, PSEUDO 13, PSEUDO 14, PSEUDO 15, PSEUDO 16, PSEUDO 17, PSEUDO 18, PSEUDO 19, PSEUDO 20, PSEUDO 21, PSEUDO 22, PSEUDO 23, PSEUDO 24 (R) , PSEUDO 25 (R) , PSEUDO 26, PSEUDO 27 (R) , PSEUDO 28, PSEUDO 29, PSEUDO 30,IAS-PSEUDO 1 (R) ,IAS-PSEUDO 2,IAS-PSEUDO 3,IAS-PSEUDO 4 (R) ,IAS-PSEUDO 5 (R) ,IAS-PSEUDO 6,SIN-B
49,Male,University,Espa¤ola,Atheist,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,4,3,2,1,4,1,4,4,3,1,1,1,2,1,2,1,4,4,3,2,2,3,2,2,1,1,1,5,3,1,3,1,3,1,5,2,5,2,1,3,1,1,1,1,1,2,1,5,5,2,5,2,2,1,3,2,2,3,3,2,2
45,Male,Pre-university,Espa¤ola ,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,6,1,1,1,1,3,3,3,2,4,2,1,4,4,1,2,1,1,1,1,1,2,2,2,4,1,2,2,3,3,1,1,1,1,1,1,1,5,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,2,2,4,3,1,1
42,Female,University,Ecuatoriana,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,2,2,1,1,3,5,4,4,4,4,2,1,2,1,3,3,4,2,4,5,1,1,2,2,2,2,1,3,1,5,1,3,3,1,1,1,5,1,5,5,1,1,2,3,1,1,1,1,1,2,5,1,5,3,5,1,1,1,1,3,2,1,2
49,Male,University,Costa Rica,Non-practicing religious,9,1,1,1,1,2,1,1,2,1,6,1,1,1,1,2,1,1,1,1,7,1,1,1,6,1,3,2,3,3,2,1,4,4,2,4,4,5,5,5,4,4,2,1,5,5,5,5,2,3,3,2,1,4,1,1,1,5,2,1,3,1,4,2,5,1,4,4,1,3,1,4,1,1,1,1,1,4,5,1,1,2,5,1,2,3,3,2,1,2,5
47,Male,University,Espa¤a,Agnostic,3,4,1,1,1,1,1,1,3,1,1,1,3,1,1,4,1,1,1,1,7,1,4,2,1,1,1,1,3,3,4,1,4,3,1,5,4,4,4,1,1,1,2,1,3,2,4,5,1,3,3,3,2,3,1,3,3,5,2,2,5,1,3,2,5,1,4,1,1,3,1,3,1,2,1,1,3,2,5,1,5,3,5,1,1,3,3,3,2,3,2
24,Male,Pre-university,Espa¤ola,Agnostic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,2,2,3,1,2,2,2,2,4,4,4,1,1,1,1,1,2,1,4,2,2,2,2,3,3,1,1,1,1,5,3,1,2,1,3,1,5,1,5,5,1,1,1,2,1,2,1,1,1,5,1,1,1,1,2,1,1,3,2,4,2,4,5
38,Male,University,Espa¤a,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,1,1,1,1,3,1,1,1,3,1,5,1,5,1,1,3,1,5,1,3,1,1,1,5,5,1,5,1,1,1,2,2,2,3,2,2,3
42,Male,University,Espa¤ola,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4,4,1,2,1,4,2,1,2,1,1,1,1,1,3,1,1,4,3,1,1,4,4,1,4,3,3,5,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,1,4,4,1,3
37,Male,University,Espa¤ola,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,3,2,4,4,1,2,2,1,2,1,1,1,1,1,2,1,2,3,2,4,4,3,2,4,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,3,1,1,1,1,1,1,1,5,5,1,5,1,1,1,2,3,4,3,3,3,1
61,Male,Pre-university,Espa¤ol ,Atheist,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,5,5,5,5,5,3,1,1,1,1,1,1,5,1,5,1,1,1,4,4,1,5,5,3,5,3,1,5,1,3,1,5,1,5,3,1,3,1,3,1,1,1,1,1,3,5,1,5,1,4,1,1,1,1,4,4,1,1
47,Male,University,Espa¤ola ,Agnostic,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,3,1,1,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,3,1,1,3,3,1,3,3,4,5,1,1,5,1,1,1,5,1,5,1,1,1,1,3,1,1,1,1,1,4,2,1,5,1,4,1,3,1,1,3,3,1,1
38,Male,University,espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,4,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2,4,1,3,1,3,3,2,1,1,1,1,1,1,2,1,1,1,5,1,4,1,1,3,1,2,1,1,1,1,1,4,4,1,5,1,2,1,1,2,1,4,3,2,3
34,Male,University,espa¤ol,Atheist,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,2,1,1,3,2,4,2,4,2,2,2,5,5,2,2,2,3,4,2,3,3,5,4,3,1,1,3,4,2,3,4,3,5,3,3,3,1,2,3,5,2,4,3,1,3,1,3,1,2,2,3,2,2,3,3,2,3,4,1,2,1,1,2,4,1,1
28,Male,University,Espa¤ol,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,2,3,1,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,4,1,3,2,3,2,2,1,1,1,1,1,1,5,1,2,1,5,1,5,1,1,1,1,1,1,1,1,1,1,4,5,1,5,1,2,1,1,4,2,4,2,3,4
38,Male,Pre-university,venezolano,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,4,1,3,3,1,5,4,3,5,2,1,5,5,1,1,5,1,3,1,5,3,1,3,1,5,1,3,1,5,5,1,5,1,1,1,1,2,3,3,3,2,2
33,Male,Pre-university,Espa¤ola,Atheist,1,3,4,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,5,7,2,2,4,1,1,1,3,1,1,3,2,3,1,3,2,5,4,5,2,2,1,3,3,2,3,3,4,4,1,1,4,3,3,3,4,2,5,3,2,4,1,3,3,5,3,4,5,1,3,1,3,1,2,1,3,2,4,5,3,4,3,4,1,4,1,1,3,3,3,2
37,Male,Pre-university,Espa¤ola ,Agnostic,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,4,3,3,4,3,4,4,4,5,5,4,4,1,1,1,2,1,3,2,4,5,3,2,2,3,3,2,4,2,3,4,3,3,3,1,4,1,4,1,5,3,2,4,1,3,1,3,3,3,3,3,3,3,4,4,4,1,3,2,2,2,3,2,2
36,Male,University,Espa¤ol ,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,2,1,1,4,4,3,1,2,2,4,2,2,1,1,1,1,1,1,1,2,5,2,3,3,4,4,3,1,1,1,1,1,1,5,1,4,1,5,1,3,2,1,3,1,1,1,1,3,3,1,4,5,1,5,5,1,1,2,3,3,4,4,3,1
45,Male,University,Espa¤ol,Atheist,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,1,2,2,1,1,3,5,5,5,4,3,4,1,1,1,1,4,5,2,3,3,1,2,2,1,2,3,1,3,3,3,4,3,3,1,2,1,5,1,5,1,1,2,1,2,1,3,1,3,1,3,5,2,1,3,5,3,1,2,2,1,1,3,1
36,Female,University,espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,3,4,2,3,2,1,2,4,1,1,1,1,1,1,1,2,1,1,2,2,3,2,3,2,2,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,2,1,1,1,4,5,1,5,1,1,1,1,4,2,4,2,4,3
40,Male,University,Espa¤ola,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,1,1,1,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,5,1,1,5,1,3,1,5,1,5,1,1,3,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,4,3,1,1,4,2
33,Male,Pre-university,Espa¤ola,Non-practicing religious,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,7,1,1,7,1,1,1,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,1,4,4,3,1,1,1,1,1,1,4,1,1,1,5,1,3,1,1,3,1,3,1,2,1,1,1,5,5,1,5,1,1,1,3,1,1,3,2,2,2
23,Male,Pre-university,Espanya,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,1,2,3,3,3,2,4,4,4,3,4,3,1,1,1,1,2,1,2,1,2,3,2,2,1,3,2,3,3,3,4,5,3,1,5,1,1,1,5,1,4,1,1,3,1,3,1,1,1,1,1,2,3,1,5,2,3,1,2,1,1,2,4,2,1
32,Male,University,Espa¤ola,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,4,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,3,2,3,3,2,2,4,1,1,4,1,1,2,4,1,2,1,2,1,1,1,1,2,1,1,3,4,4,1,4,2,1,1,4,2,2,3,3,3,3
37,Male,University,Espa¤ola ,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,1,1,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,4,4,1,1,1,3,5,1,1,5,1,3,1,5,1,5,1,1,3,1,3,1,1,1,3,1,5,5,1,5,4,1,1,2,1,1,4,4,2,1
33,Male,University,Espa¤ol,Agnostic,8,2,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,7,1,1,3,2,2,2,2,1,1,2,4,2,4,3,3,1,2,2,1,1,1,1,1,1,1,1,5,4,1,1,3,3,1,3,3,1,5,4,3,3,4,1,1,5,1,4,1,2,5,1,3,1,1,1,4,1,3,3,3,1,1,1,1,2,2,1,3,4,2,1
43,Male,University,Espa¤ola,Agnostic,7,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,1,1,1,1,6,1,3,7,1,1,1,3,1,2,4,4,1,2,2,2,3,4,4,1,1,1,2,1,3,2,2,5,3,2,1,2,3,2,1,2,3,1,1,1,4,1,2,2,5,1,3,1,1,2,1,2,1,2,1,1,1,5,5,1,5,2,3,1,3,2,1,3,3,3,1
45,Male,University,Espa¤ola,Non-practicing religious,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,2,1,5,3,1,5,1,3,3,5,1,3,1,5,3,1,2,3,1,1,1,1,5,5,1,5,1,1,1,3,1,1,3,3,1,2
41,Male,University,Espa¤ola,Atheist,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,6,1,1,3,1,1,1,3,2,2,2,2,3,3,3,4,2,2,2,1,1,1,4,1,4,2,4,1,3,2,2,1,2,1,2,1,3,5,3,3,4,1,1,1,4,1,5,2,1,3,1,3,1,2,1,3,1,4,5,2,5,2,4,1,2,3,2,2,2,2,2
36,Male,University,Espa¤ola,Non-practicing religious,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,7,1,1,1,3,1,1,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,4,1,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,3,1,1,4,4,2,2
47,Male,University,Espa¤ola,Atheist,2,1,2,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,1,1,2,2,1,4,3,2,2,3,4,5,4,4,1,2,2,3,4,2,4,4,4,3,3,2,3,2,2,2,3,2,5,3,2,3,2,3,2,4,2,4,3,1,2,1,3,1,2,2,3,1,4,4,2,5,2,2,1,3,3,2,3,3,2,3
26,Male,University,Espa¤ol,Atheist,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,1,3,2,2,2,2,3,3,2,2,4,3,2,1,4,4,3,1,1,1,1,1,1,1,3,4,2,2,1,2,2,1,3,3,4,5,5,3,3,1,3,1,5,1,4,2,1,3,1,1,1,1,1,3,1,4,5,1,5,1,2,1,1,3,2,3,2,3,1
23,Male,University,Mexican,Agnostic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,2,3,3,3,2,1,3
23,Male,University,Mexican,Agnostic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,2,3,3,3,2,1,3
36,Male,University,Espa¤ola,Agnostic,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,3,3,1,4,2,2,2,2,2,4,4,2,2,2,2,1,2,4,4,4,2,3,3,2,2,2,3,2,2,3,5,3,2,4,1,3,2,4,1,4,1,1,3,1,3,1,3,3,3,1,4,4,1,5,2,4,1,3,2,2,4,3,2,2
40,Male,University,Espa¤a,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,2,2,3,3,3,3,3,4,5,4,3,3,2,2,1,4,2,4,2,4,5,2,1,2,3,3,2,1,3,3,4,3,4,3,1,4,3,4,2,3,1,2,3,1,3,2,2,2,3,1,4,3,2,4,2,4,1,2,1,2,3,3,2,1
34,Male,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,3,2,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,2,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,5,1,1,1,1,1,1,1,3,5,1,5,1,1,1,2,3,1,3,2,3,3
64,Female,University,Espa¤ola,Non-practicing religious,7,4,1,3,1,3,1,1,1,1,2,1,1,1,1,6,1,1,1,4,4,1,1,7,4,1,2,2,3,2,3,3,2,1,1,5,3,2,2,1,1,1,2,2,2,2,2,4,4,3,1,4,4,1,5,4,3,5,3,1,3,2,3,1,4,3,4,1,3,3,1,3,1,3,1,3,2,5,4,1,1,3,3,1,4,1,1,4,4,1,2
26,Male,University,Espa¤ol,Atheist,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,7,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,3,1,3,1,5,1,3,1,1,3,1,3,1,3,1,1,1,3,5,1,5,1,4,1,2,2,2,2,2,2,1
38,Female,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,3,3,2,1,2,1,3,1,2,1,4,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3,5,1,1,1,1,5,4,1,1,1,1,1,1,3,3,2,1,2,2
26,Male,University,Espa¤ol,Atheist,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,7,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,3,1,3,1,5,1,3,1,1,3,1,3,1,3,1,1,1,3,5,1,5,1,4,1,2,2,2,2,2,2,1
21,Female,University,Espa¤ola,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,1,4,4,2,4,2,1,1,1,2,3,1,2,3,3,5,3,2,3,1,3,1,5,2,3,3,2,3,1,3,1,2,2,3,2,4,5,2,4,3,4,1,1,2,1,2,3,1,1
25,Male,University,espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,7,1,1,3,1,1,1,1,4,3,3,1,2,5,5,4,4,4,4,1,1,1,2,1,4,2,3,5,3,3,3,2,2,3,1,1,3,4,2,3,3,1,4,1,5,1,4,2,1,2,1,4,1,1,1,1,2,3,3,1,1,1,2,1,1,3,3,3,2,3,3
44,Male,University,Espa¤ol,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,4,3,2,2,1,2,2,1,2,1,1,1,2,1,2,1,3,2,2,3,3,3,2,2,1,1,1,1,2,1,4,1,2,1,5,1,5,1,1,1,1,3,1,1,1,1,1,4,5,1,5,1,2,1,2,3,2,4,3,2,3
41,Female,University,Espa¤ola ,Non-practicing religious,7,4,1,1,1,1,4,1,4,1,1,1,1,5,1,5,1,1,1,4,5,1,4,1,1,1,1,2,3,3,4,3,2,3,2,3,2,2,3,2,2,2,3,2,3,4,2,4,3,2,2,3,3,2,3,3,3,5,2,2,4,1,1,1,5,1,3,1,1,3,1,3,1,2,1,1,2,5,5,2,5,5,1,1,3,1,1,3,3,2,1
47,Male,University,Espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,1,2,3,1,4,2,2,3,5,4,5,5,4,1,1,1,2,1,3,3,5,5,2,3,4,4,2,2,1,1,1,5,5,1,5,1,1,1,5,1,5,1,1,3,1,3,1,1,1,1,1,1,5,1,5,1,5,1,2,2,1,4,2,2,1
35,Female,University,Espa¤ola,Atheist,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,4,1,1,3,1,2,1,1,1,2,2,3,2,4,5,5,5,3,4,1,1,1,4,1,5,5,5,5,1,1,1,3,3,2,3,2,3,3,2,4,3,1,3,1,3,1,5,2,3,3,2,3,1,1,2,2,2,1,5,1,4,3,5,2,1,1,2,3,2,3,3
24,Male,Pre-university,Espa¤a,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,3,3,2,1,2,3,3,1,1,1,1,1,1,1,1,1,4,3,5,4,3,2,2,3,3,1,5,5,3,5,1,1,5,1,1,1,5,1,3,3,1,3,1,2,1,1,1,1,1,5,3,1,5,1,4,1,1,3,3,4,2,3,1
53,Male,University,Espa¤ola,Non-practicing religious,7,4,1,2,1,4,1,1,4,1,1,1,4,1,1,4,2,1,1,4,4,1,4,3,2,1,2,2,2,2,2,2,1,4,3,4,3,4,3,1,2,1,3,2,4,3,5,5,1,1,1,1,3,1,4,4,3,5,3,3,3,1,1,4,4,2,4,4,1,3,1,2,1,2,2,2,2,3,5,1,5,4,4,1,1,1,1,2,3,1,1
30,Male,University,Espa¤ola,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,1,1,1,1,5,1,4,1,5,1,5,1,1,2,1,3,1,2,1,1,1,5,5,1,5,2,3,1,1,3,1,3,2,1,1
27,Male,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,2,3,3,2,2,3,1,1,4,4,4,4,1,1,1,1,1,2,1,2,4,3,4,2,3,3,2,3,2,3,5,3,1,5,1,1,1,5,1,3,1,1,3,1,2,1,1,3,1,1,5,4,1,1,1,4,1,3,3,2,3,3,3,3
36,Male,University,Edpa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,1,1,1,3,3,2,4,3,2,2,2,1,3,1,2,1,1,1,1,1,2,2,2,2,3,2,2,4,3,3,1,3,2,4,3,2,5,1,3,1,5,1,3,1,1,3,1,3,1,2,2,1,3,5,5,1,1,2,2,1,3,3,2,4,3,3,4
28,Male,University,Espa¤ola,Agnostic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,2,2,1,3,3,1,2,2,4,4,2,4,1,1,1,2,1,3,1,3,5,2,2,2,3,2,1,2,3,2,5,2,2,4,1,2,1,5,1,4,1,1,2,1,2,1,2,1,2,1,4,4,1,5,3,2,1,2,2,2,3,2,1,2
31,Female,University,Espa¤ola,Agnostic,2,1,2,1,1,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,2,3,2,2,2,2,3,4,2,4,4,4,2,2,2,1,2,4,2,2,4,3,1,1,3,3,1,4,4,3,4,1,3,4,1,1,1,5,2,5,3,4,4,1,4,1,3,3,3,1,2,4,1,5,3,4,1,3,1,1,3,3,1,1
18,Male,Pre-university,Espa¤ola,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,4,3,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,2,2,3,4,1,1,5,3,1,2,3,4,1,1,1,4,2,3,1,1,4,1,1,2,1,1,1,1,5,5,1,5,1,4,1,4,1,2,3,4,1,2
43,Male,University,Espa¤ola,Agnostic,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,1,4,2,1,1,3,1,2,2,3,5,2,1,1,1,1,1,3,1,1,4,1,4,2,1,1,3,1,1,1,5,1,1,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,3,2,2,2,2,2,1
36,Female,University,Espa¤ola ,Atheist,4,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,6,1,1,3,1,1,1,2,2,2,2,3,1,3,3,2,4,4,2,1,2,1,2,1,3,4,4,4,1,3,2,3,1,4,3,3,3,5,3,2,2,1,2,2,5,1,4,1,1,3,1,3,1,2,1,2,2,3,4,1,4,1,4,2,2,3,3,3,2,3,2
40,Female,Pre-university,Espa¤ola,Agnostic,1,3,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,7,1,1,2,1,1,1,1,2,1,4,3,2,3,3,3,4,4,3,3,3,2,3,3,4,4,4,4,1,2,2,4,1,2,3,3,3,4,4,3,3,3,3,3,3,3,4,2,2,3,2,3,1,2,3,4,2,3,4,2,1,3,5,2,1,2,2,4,2,2,1
42,Male,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3,3,2,2,2,2,2,4,2,1,1,1,1,1,1,1,2,2,3,4,1,3,3,2,2,2,1,1,1,5,1,1,5,1,2,1,5,1,1,1,1,1,2,1,1,1,1,1,1,4,5,1,5,1,2,1,1,3,3,2,2,2,3
25,Female,University,espa¤ola,Agnostic,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,2,3,3,1,3,2,1,4,5,1,1,1,1,1,1,1,1,1,1,1,5,1,4,2,1,1,3,2,1,1,5,2,1,5,1,4,1,5,1,5,1,1,1,1,1,1,2,1,1,1,3,5,1,5,1,2,1,1,4,2,1,1,3,5
55,Male,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,1,2,3,3,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,1,1,1,5,1,1,5,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,2,1,2,2,3,2,2,3,3
24,Male,University,Espa¤ola,Atheist,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,7,1,1,7,4,1,1,4,1,3,3,4,1,4,3,4,3,3,3,3,3,3,3,4,5,3,4,5,4,1,1,3,3,1,1,3,1,5,3,3,3,1,1,1,5,3,5,3,1,1,1,1,1,1,1,1,1,5,1,1,5,3,5,1,4,1,2,3,3,1,3
48,Male,Pre-university,Espa¤ola,Agnostic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,3,3,3,1,2,2,4,4,2,2,2,2,2,2,4,2,2,2,4,4,4,3,3,2,2,2,3,3,4,5,2,2,2,1,3,2,5,2,4,2,1,3,1,4,1,1,1,3,2,3,5,2,5,4,4,1,4,3,3,2,2,2,1
38,Male,University,Espa¤a,Agnostic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,2,4,4,4,2,3,1,1,1,4,1,2,3,2,4,2,1,1,2,2,1,4,4,4,5,3,3,3,1,4,1,3,1,2,1,2,3,1,3,1,2,1,2,3,3,5,1,5,3,3,1,2,1,1,3,3,1,1
