Control item (Have you answered this questionnaire randomly?) 1 = No; 5 = Yes,Age,Sex,Education,Nationality,Religion,Political tendency (1 = Left-wing), PSEUDO 1, PSEUDO 2, PSEUDO 3, PSEUDO 4 (R) , PSEUDO 5, PSEUDO 6, PSEUDO 7 (R) , PSEUDO 8, PSEUDO 9, PSEUDO 10, PSEUDO 11 (R) , PSEUDO 12, PSEUDO 13, PSEUDO 14, PSEUDO 15, PSEUDO 16, PSEUDO 17, PSEUDO 18, PSEUDO 19, PSEUDO 20, PSEUDO 21, PSEUDO 22, PSEUDO 23, PSEUDO 24 (R) , PSEUDO 25 (R) , PSEUDO 26, PSEUDO 27 (R) , PSEUDO 28, PSEUDO 29, PSEUDO 30, PITS-PSEUDO 1, PITS-PSEUDO 2, PITS-PSEUDO 3, PITS-PSEUDO 4, PITS-PSEUDO 5, PITS-PSEUDO 6, PITS-PSEUDO 7, PITS-PSEUDO 8, PITS-PSEUDO 9, PITS-PSEUDO 10, IAS-PSEUDO 1 (R) , IAS-PSEUDO 2, IAS-PSEUDO 3, IAS-PSEUDO 4 (R) , IAS-PSEUDO 5 (R) , IAS-PSEUDO 6, GIS-PSEUDO 1, GIS-PSEUDO 2, GIS-PSEUDO 3 (R) , GIS-PSEUDO 4 (R) , GIS-PSEUDO 5, GIS-PSEUDO 6 (R) , GIS-PSEUDO 7, GIS-PSEUDO 8 (R) , GIS-PSEUDO 9, GIS-PSEUDO 10 (R) , GIS-PSEUDO 11 (R) , GIS-PSEUDO 12,SDQ-PSEUDO 1 (R),SDQ-PSEUDO 2,SDQ-PSEUDO 3,SDQ-PSEUDO 4 (R),SDQ-PSEUDO 5,SDQ-PSEUDO 6 (R),SDQ-PSEUDO 7,SDQ-PSEUDO 8,SDQ-PSEUDO 9
1,38,Male,University,Española,Atheist,3,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,1,1,3,3,4,4,4,4,4,4,3,6,4,2,2,4,1,7,7,4,7,1,7,7,7
1,32,Male,University,Mexicana,Atheist,4,2,2,2,5,1,1,5,1,1,1,5,1,3,1,1,1,2,1,1,5,1,1,1,4,5,1,1,1,3,1,4,5,4,5,4,3,4,3,3,2,2,2,1,3,2,3,4,3,2,3,4,3,4,3,4,2,1,4,1,6,7,1,7,4,5,7,5
1,45,Female,University,Mexicana,Non-practicing religious,6,1,1,1,5,1,1,1,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,3,5,1,5,1,5,1,4,4,5,2,5,4,5,4,4,3,1,3,2,4,2,3,5,5,1,1,5,1,5,2,6,1,1,6,1,6,7,1,7,3,6,6,7
1,34,Male,Pre-University,Argentina,Agnostic,1,5,4,3,4,3,3,1,2,2,2,4,3,5,5,1,3,1,2,1,2,3,2,1,1,5,2,3,3,5,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,4,2,3,2,2,3,3,2,3,4,3,5,5,3,4,4,4,5,4
2,39,Male,University,Mexicana,Agnostic,3,3,3,1,5,1,1,3,1,1,1,5,1,3,3,1,1,1,3,1,3,1,1,1,4,5,1,1,3,4,1,4,4,4,4,4,3,3,3,3,3,1,2,1,4,4,2,2,2,2,5,2,2,2,4,4,2,2,4,3,5,5,5,7,4,6,7,6
1,40,Male,University,española,Agnostic,2,3,1,4,5,3,2,4,2,2,1,5,1,4,2,1,4,1,2,2,1,3,3,1,4,5,1,5,3,4,1,4,5,3,5,5,2,4,2,5,3,2,3,2,2,2,3,4,4,2,2,2,2,4,5,4,1,2,6,2,6,6,4,7,3,5,7,7
1,50,Male,Pre-University,Española,Atheist,7,3,3,3,5,3,2,4,1,2,4,5,1,4,2,5,3,1,2,2,1,3,2,1,4,4,4,5,3,4,1,5,5,4,5,5,4,5,4,5,4,2,3,2,2,2,2,3,2,3,3,2,2,4,6,2,2,1,4,3,5,3,3,2,5,3,3,3
1,64,Male,University,Española ,Atheist,8,1,1,1,5,2,1,5,1,1,1,5,1,4,1,2,1,1,1,1,3,1,1,1,5,5,1,5,1,2,1,5,5,5,3,5,4,5,4,4,4,1,2,1,3,3,2,4,3,2,2,5,1,4,4,4,1,1,5,1,6,6,4,7,2,7,7,6
1,27,Male,University,Española,Atheist,3,1,4,5,5,1,1,3,1,1,1,5,1,3,1,1,3,1,3,1,1,1,1,1,5,5,1,5,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,5,2,1,5,5,6,4,6,1,1,1,3,2,4,5,4,4,4,6,4,5
1,36,Male,University,España,Religious,2,1,1,1,5,1,1,5,1,1,2,5,1,3,1,1,3,1,1,1,2,1,1,1,4,5,1,4,1,1,1,5,5,5,5,5,3,5,4,3,4,1,4,1,1,2,1,4,3,4,4,3,4,5,5,5,3,3,4,1,5,6,1,7,3,5,5,4
1,56,Female,University,Española ,Atheist,1,4,1,3,4,4,2,4,2,3,4,5,4,4,4,1,4,1,4,1,2,3,2,1,2,4,1,3,4,5,5,3,4,4,4,4,2,4,4,3,4,1,4,3,1,1,2,2,4,3,4,4,5,4,5,4,4,2,5,4,6,6,3,5,3,6,5,6
1,37,Female,University,Española,Agnostic,3,5,3,4,5,2,1,5,1,1,1,5,2,3,1,1,2,1,2,1,2,1,1,1,3,5,1,5,3,3,1,5,5,3,5,5,4,5,4,5,3,1,4,3,4,1,3,5,5,4,2,2,4,5,5,5,1,1,5,2,5,6,2,7,3,5,7,7
1,39,Male,University,Argentina,Atheist,6,1,3,1,1,2,1,5,1,1,1,5,1,4,1,1,2,1,2,1,2,1,3,1,5,5,1,5,3,4,1,5,5,4,5,5,2,4,2,2,2,1,3,2,3,1,1,4,4,2,2,5,3,4,4,5,2,2,5,2,6,6,7,7,3,5,7,7
1,40,Male,University,Española,Non-practicing religious,2,5,5,4,5,1,1,4,1,4,4,5,1,5,1,1,1,1,1,1,1,1,3,1,5,3,1,5,3,3,1,5,5,5,5,5,5,5,5,5,5,1,3,3,2,3,3,6,4,4,2,4,3,3,4,5,5,3,6,1,6,6,1,7,2,6,7,7
1,48,Male,University,Española,Agnostic,3,4,3,4,5,4,3,4,2,2,3,5,3,4,3,1,4,1,4,1,2,2,3,4,4,5,3,5,3,2,1,4,5,4,5,4,3,4,3,4,4,1,3,2,1,2,3,6,5,5,5,5,1,4,2,5,1,5,5,2,6,6,2,6,2,6,6,6
1,28,Male,University,peruano,Atheist,6,2,2,2,5,1,2,5,1,1,1,4,2,3,2,1,2,1,2,1,2,2,3,3,2,5,1,4,2,5,1,5,5,4,5,5,3,2,3,4,5,1,2,1,3,2,1,4,3,2,2,5,2,4,3,4,1,2,5,2,7,7,5,7,2,7,7,7
1,64,Male,University,Argentina,Atheist,2,2,2,4,3,2,3,4,2,3,4,5,4,5,2,1,3,1,3,5,2,1,1,1,3,5,3,3,4,5,1,1,4,3,4,4,2,3,3,2,1,1,4,3,1,1,4,5,5,1,2,4,3,4,6,5,1,1,5,2,5,4,4,6,4,4,4,4
3,71,Female,University,argentina,Atheist,3,2,3,1,5,2,3,4,1,2,2,4,1,3,2,3,2,2,2,1,2,1,2,1,3,4,1,5,2,4,2,4,4,4,4,4,4,4,4,4,4,1,2,1,1,3,4,6,6,2,1,5,1,6,1,6,2,2,5,1,4,7,1,7,2,6,6,7
1,40,Male,University,ESPAÑOLA,Atheist,3,1,2,4,5,1,1,5,1,2,1,5,1,4,2,2,4,5,3,1,2,1,2,1,4,5,1,5,2,4,1,4,5,5,5,4,4,4,4,5,4,2,2,1,2,3,1,5,4,3,2,3,4,4,4,4,2,4,4,2,6,5,3,7,3,6,2,6
1,60,Male,University,Española,Atheist,2,4,3,3,5,3,2,3,1,4,2,5,2,5,4,1,4,1,4,1,2,1,3,2,2,5,2,5,2,5,1,4,4,3,5,3,3,4,4,4,3,1,3,3,2,1,3,5,4,2,2,4,2,5,4,5,2,2,5,2,6,5,1,5,3,6,6,5
1,38,Male,University,Española,Atheist,6,1,1,2,1,2,1,2,1,1,1,5,1,5,1,1,5,1,1,1,1,1,1,1,4,5,1,5,3,4,1,5,5,5,3,3,3,5,4,5,3,1,4,2,3,1,3,6,4,3,4,4,1,6,5,5,1,4,4,1,6,5,2,7,2,5,5,6
1,36,Female,Pre-University,Española,Religious,5,5,4,2,2,2,4,2,5,4,3,2,4,5,4,2,4,2,1,2,4,3,5,2,3,3,3,4,3,2,3,2,2,2,2,2,2,4,3,4,2,1,1,1,1,1,2,5,5,3,2,5,3,5,4,5,2,3,5,4,4,4,4,4,4,4,4,4
1,34,Male,University,Spain,Atheist,3,2,1,1,5,1,1,5,1,2,1,5,1,4,2,2,3,1,2,1,2,4,3,2,4,3,1,5,1,3,1,4,5,4,5,5,3,4,5,5,5,1,4,4,2,1,4,4,1,1,6,2,3,5,5,2,1,1,5,1,7,7,2,5,2,6,5,6
1,37,Male,University,Española,Atheist,1,2,3,1,5,2,1,5,1,2,1,5,1,3,1,1,3,1,2,1,4,1,2,1,4,5,1,1,2,2,1,5,4,4,4,4,3,4,4,4,3,2,3,1,2,2,3,5,5,4,4,3,2,5,3,5,2,1,5,2,5,4,3,2,3,5,5,4
1,32,Female,University,Española ,Atheist,3,2,3,3,5,3,2,4,1,2,1,4,2,3,1,1,3,1,3,2,3,1,2,3,5,3,3,5,1,2,1,4,4,4,4,2,4,4,4,4,4,2,3,2,1,3,2,5,5,2,2,5,5,5,2,5,3,3,5,2,6,6,2,6,2,6,5,5
1,53,Male,University,Española,Non-practicing religious,7,2,1,3,5,4,3,5,1,2,1,5,2,3,1,4,3,1,3,3,1,2,3,1,4,5,2,5,2,2,1,5,4,4,4,2,4,4,4,4,3,3,3,2,2,2,3,4,5,2,3,1,6,5,6,3,3,1,5,2,5,5,4,6,5,5,7,5
1,40,Male,University,Española,Atheist,3,1,1,1,5,1,2,4,1,3,1,5,1,3,1,2,1,1,1,1,3,2,2,2,4,4,1,1,2,2,1,4,4,4,4,4,3,4,3,3,2,2,3,3,3,2,2,2,4,2,2,4,3,2,2,4,2,2,4,3,4,4,3,6,4,5,6,6
1,42,Male,University,Spanish,Atheist,1,5,3,3,5,3,1,5,1,1,1,5,1,5,1,1,5,1,2,1,2,1,3,1,2,5,1,5,1,1,1,4,4,4,1,4,4,4,4,4,4,3,1,1,4,3,1,5,5,1,3,1,2,6,2,5,1,6,2,2,6,6,2,7,4,5,5,6
1,39,Female,University,Boliviana/española ,Atheist,2,1,3,1,5,1,1,5,1,2,1,5,1,3,1,1,1,1,1,1,1,1,3,1,5,5,1,5,2,1,1,5,4,5,5,5,2,2,2,2,2,1,3,2,3,3,2,5,3,1,1,5,4,6,3,4,5,2,6,2,5,2,4,7,3,5,7,6
1,22,Male,Pre-University,Española,Atheist,4,1,2,1,3,3,2,2,1,3,2,5,3,5,4,3,1,1,3,1,1,2,2,1,5,5,3,4,3,4,1,3,4,3,5,3,4,3,3,2,2,2,1,2,3,2,2,3,3,1,2,4,3,5,5,6,1,1,5,2,5,6,2,4,4,5,5,4
1,48,Male,Pre-University,española,Agnostic,1,3,3,3,1,1,1,5,1,2,1,5,1,5,1,1,3,1,3,1,1,1,3,1,4,5,1,5,2,3,1,5,5,5,5,3,2,5,4,4,3,2,2,2,2,3,1,5,2,2,3,3,2,4,5,4,2,2,4,1,5,6,2,7,3,6,6,5
4,61,Female,Pre-University,Espanola,Agnostic,1,4,2,3,2,5,3,2,1,2,4,5,2,5,2,2,3,1,4,1,3,1,3,1,3,5,4,5,3,3,2,4,3,4,4,4,3,2,3,4,3,1,1,1,3,3,1,4,2,2,4,1,4,1,4,2,4,2,3,4,5,6,3,6,5,5,3,4
1,28,Female,University,Española,Atheist,3,1,3,1,5,1,1,5,1,2,1,5,1,5,1,1,3,1,1,1,1,1,1,3,5,5,1,5,3,1,1,5,5,5,5,5,5,5,5,5,5,1,4,4,1,1,4,6,5,1,2,5,1,6,3,5,2,1,6,1,7,7,4,7,3,7,7,7
1,24,Male,University,Panmeña ,Atheist,2,1,1,1,5,2,1,5,1,2,5,5,1,3,2,1,1,1,1,1,2,1,1,1,5,5,1,1,1,4,1,5,5,5,5,5,5,5,5,5,1,3,1,1,4,2,2,5,5,1,5,5,5,5,3,5,5,5,5,2,7,7,1,6,3,6,6,6
1,44,Female,University,Española,Non-practicing religious,1,1,1,1,5,1,1,3,1,3,1,5,1,5,1,1,3,1,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,5,5,5,5,5,5,5,1,4,4,1,1,4,3,1,1,6,3,1,4,3,1,6,1,6,1,7,7,1,7,1,7,7,7
1,20,Male,University,Perú,Atheist,5,1,1,1,4,1,2,4,1,2,1,5,1,5,3,1,3,1,1,1,1,1,3,1,4,5,2,1,1,4,1,5,5,5,5,5,5,5,3,4,2,2,3,3,4,2,4,4,3,4,4,2,1,6,5,6,1,1,6,1,5,7,4,7,3,6,7,7
2,22,Male,University,mexicana ,Non-practicing religious,5,2,3,4,3,3,2,2,2,4,4,4,2,5,1,2,4,1,2,2,3,2,4,4,1,4,2,1,3,5,2,2,4,3,2,4,4,3,4,3,2,1,1,1,1,1,2,2,2,2,2,5,3,2,5,6,1,2,5,5,6,2,2,3,4,3,5,3
1,44,Female,University,Española,Non-practicing religious,3,5,3,3,5,3,2,2,2,3,5,4,4,4,3,1,4,1,4,2,1,2,3,3,3,4,1,4,3,4,1,4,5,4,4,4,4,4,3,3,2,1,4,3,3,1,4,3,3,3,3,4,2,4,3,4,4,4,5,3,5,2,2,3,4,5,3,7
1,60,Male,Pre-University,española,Atheist,3,3,2,3,4,3,1,4,1,2,1,5,2,3,2,1,4,4,3,1,2,2,2,1,2,4,1,4,3,5,1,2,3,2,3,2,2,4,2,3,2,1,2,2,1,2,2,4,3,2,3,2,2,2,5,3,4,4,1,4,4,4,2,5,4,5,5,4
1,59,Female,University,Española ,Agnostic,3,3,3,3,5,1,2,2,1,1,4,4,2,4,1,4,4,1,2,1,2,1,1,1,5,5,1,5,2,2,1,2,4,2,4,2,2,4,2,4,2,1,4,3,1,1,3,5,5,5,5,4,1,3,2,5,1,2,5,2,6,6,2,6,3,3,6,2
1,71,Male,University,Catalana,Agnostic,3,2,4,3,4,4,3,3,1,3,2,4,3,4,4,2,4,4,3,1,2,2,2,2,4,5,2,5,3,5,1,4,4,4,4,4,3,4,3,4,3,1,3,2,3,1,4,4,5,3,2,4,4,2,5,5,2,2,5,2,6,5,2,5,2,6,6,6
1,29,Female,University,española,Atheist,3,2,3,1,5,3,1,3,1,3,1,5,1,4,1,1,3,1,3,1,2,1,1,2,4,3,1,5,1,4,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,2,1,4,1,1,1,5,1,5,3,1,1,4,4,5,4,6,2,5,4,2,3
1,42,Male,Pre-University,española,Atheist,6,1,3,1,5,3,1,5,3,1,1,5,1,5,1,2,3,1,3,1,1,1,1,1,4,5,2,5,2,2,1,5,5,5,5,5,5,5,4,4,4,1,3,3,4,1,3,2,2,1,2,3,4,4,5,5,2,1,5,3,4,2,3,2,4,2,2,5
1,37,Female,University,españa,Non-practicing religious,3,1,3,3,5,3,1,2,1,4,3,5,1,4,1,1,3,1,2,1,2,1,1,1,5,5,2,5,2,2,1,5,5,3,5,5,4,5,2,4,4,2,2,2,2,3,2,5,5,2,5,5,2,5,5,5,4,1,5,2,6,6,6,7,3,5,6,6
1,40,Male,University,Española ,Atheist,3,1,2,2,5,4,1,4,1,3,1,5,1,4,1,1,4,1,3,2,2,1,2,2,5,5,1,5,2,2,1,4,4,4,4,4,3,4,4,3,3,1,3,3,1,2,2,4,3,2,4,5,3,2,4,4,3,2,4,2,5,6,2,6,2,5,2,5
2,44,Male,University,española,Agnostic,9,1,2,2,1,3,2,5,1,4,2,4,1,3,2,3,3,2,3,1,4,2,2,3,4,5,3,1,2,3,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,6,6,3,6,6,7
1,41,Male,University,Español,Atheist,3,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,1,1,2,1,5,5,1,5,1,4,1,4,4,4,4,4,4,4,4,4,3,2,4,2,1,1,3,5,4,1,1,3,1,5,4,5,1,1,5,2,6,6,2,6,2,6,6,6
1,56,Male,University,Española,Agnostic,9,2,1,1,4,1,1,4,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,5,1,5,3,3,4,4,4,5,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,7,4,5,5,4
1,56,Male,University,Española,Atheist,2,1,1,1,1,1,1,5,1,1,1,5,1,3,2,1,2,1,1,1,2,1,1,1,4,5,1,5,1,2,1,5,5,4,5,5,3,4,4,5,5,1,3,2,4,2,3,3,2,2,3,3,2,5,4,4,2,1,5,2,6,6,2,7,3,6,7,4
1,40,Male,University,Española ,Agnostic,1,1,3,1,5,2,1,3,1,1,1,5,1,2,1,1,3,1,1,1,1,1,1,1,1,4,1,4,1,3,1,4,4,4,2,2,2,5,3,5,4,1,4,2,2,1,1,5,1,1,1,5,3,3,3,3,1,1,6,3,4,5,4,1,3,4,4,6
1,21,Male,University,españa,Atheist,4,2,1,1,5,2,1,1,1,1,1,4,1,4,1,1,1,4,1,5,2,1,3,3,5,4,1,5,1,2,1,5,4,5,4,5,5,5,4,3,3,1,3,3,4,2,4,5,2,2,4,5,6,4,3,6,6,1,6,1,6,3,2,7,3,7,6,6
1,55,Female,University,Española,Atheist,3,3,4,4,5,2,2,4,1,3,2,5,2,4,2,1,2,1,4,1,2,1,2,2,4,5,1,5,4,2,1,3,4,3,4,4,2,4,4,4,4,2,3,2,3,1,3,5,3,4,2,3,1,5,3,5,2,1,5,2,6,6,1,6,4,6,6,6
1,33,Female,University,Española,Atheist,1,1,4,5,5,1,3,5,1,2,1,5,1,5,1,1,3,1,1,1,1,1,1,1,5,5,1,5,3,2,1,5,5,5,5,5,5,5,5,5,5,1,3,3,1,1,3,6,6,1,1,5,1,6,6,6,1,1,6,1,7,7,1,7,1,7,7,7
1,39,Male,University,España,Atheist,4,1,1,1,5,1,1,5,1,2,1,5,1,3,1,1,2,1,2,1,2,1,1,1,5,5,1,5,1,2,1,5,5,5,3,5,3,5,4,3,4,1,4,3,1,1,4,5,5,3,4,5,3,6,4,5,2,2,5,1,6,7,4,6,2,6,7,7
1,40,Male,University,España,Agnostic,3,2,2,3,5,3,2,3,1,3,1,5,2,4,2,1,2,1,3,1,3,2,3,2,4,5,2,5,2,3,1,4,4,4,3,4,2,4,4,4,3,1,3,3,2,1,3,2,2,1,5,1,1,5,5,4,1,2,6,2,4,2,3,5,3,5,4,6
1,32,Male,University,mexicano,Atheist,3,1,1,1,5,1,1,5,1,2,1,5,1,3,1,1,1,1,1,1,4,1,1,1,5,5,1,5,1,3,1,5,5,5,5,5,5,5,5,5,5,1,3,3,3,2,3,5,4,4,3,1,4,5,6,4,1,3,6,1,7,7,1,7,1,7,7,7
2,62,Male,University,chilena,Non-practicing religious,6,5,3,3,3,2,1,3,3,3,4,2,2,3,3,1,3,1,2,1,4,3,2,3,2,4,2,4,3,5,2,3,3,4,4,3,4,2,4,4,4,2,2,2,3,3,2,1,2,5,5,2,4,5,2,1,5,2,3,1,7,4,4,4,4,4,4,4
1,47,Female,University,Española ,Atheist,8,1,4,1,5,1,1,5,1,1,4,5,1,5,1,1,3,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,5,1,5,3,4,4,3,2,2,4,3,2,4,5,1,1,5,2,5,5,3,1,1,5,1,7,7,4,7,2,5,6,7
1,27,Male,Pre-University,Española,Atheist,3,1,2,2,5,2,2,3,1,2,1,4,1,3,2,1,2,1,3,1,2,2,1,2,1,5,1,1,3,4,1,5,5,5,5,5,1,3,3,4,4,1,3,2,4,1,3,5,5,2,1,5,1,6,1,6,1,1,6,2,7,6,2,7,3,6,3,6
1,51,Male,University,Español,Atheist,4,1,1,3,5,1,1,5,1,1,1,5,1,5,1,1,3,1,5,5,3,1,1,1,5,5,1,1,1,1,1,4,4,3,5,5,1,2,2,2,1,1,3,2,1,1,3,4,2,1,2,2,2,4,5,2,1,1,2,2,5,5,4,6,4,5,6,6
1,35,Male,University,Española,Atheist,3,3,1,4,1,2,4,3,1,3,1,4,3,4,2,1,3,1,4,1,1,2,3,1,2,5,1,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,4,4,2,3,4,3,5,4,4,2,2,4,2,6,6,2,6,2,6,6,6
1,42,Male,University,Argentino,Atheist,4,2,1,1,4,3,1,3,1,3,1,4,1,4,2,1,2,2,2,1,1,1,2,1,3,5,1,5,2,5,1,4,5,3,2,4,4,4,2,3,2,2,2,2,3,4,2,1,2,1,5,4,1,2,6,2,2,3,2,4,2,4,2,3,5,3,5,1
1,40,Male,University,Española,Agnostic,3,3,4,3,5,3,1,4,2,2,1,1,2,3,2,1,2,1,3,2,3,1,3,2,4,5,1,5,4,1,1,4,5,4,4,5,3,4,3,3,4,2,1,1,3,2,3,5,5,5,4,5,3,5,5,5,1,4,5,3,5,7,4,7,3,6,6,5
1,40,Female,University,Española,Agnostic,4,5,5,4,2,3,4,4,4,4,5,5,2,4,2,1,4,4,4,1,3,4,3,2,3,5,2,4,2,5,1,4,2,4,2,2,4,2,2,2,3,1,3,2,1,2,2,5,5,2,2,4,5,5,5,5,3,3,5,3,4,5,3,4,4,5,3,4
1,29,Male,University,Argentina,Atheist,3,1,4,1,5,3,3,3,1,4,1,5,1,5,2,1,3,1,3,5,1,2,1,2,3,5,3,5,1,3,1,5,5,4,5,5,4,3,4,5,3,1,3,4,2,1,2,4,1,5,6,3,6,3,6,6,5,5,6,2,6,6,4,5,3,6,5,5
1,36,Male,Pre-University,argentino,Atheist,7,1,2,1,1,3,1,5,1,2,1,5,1,1,1,1,2,1,1,2,2,1,1,1,5,5,1,5,1,1,1,4,4,4,4,4,4,4,3,4,2,1,3,4,1,1,3,3,3,4,3,2,5,2,5,3,4,1,5,2,5,6,4,6,2,6,6,6
2,33,Female,University,venezolana,Agnostic,4,3,3,3,2,2,2,3,2,2,2,4,3,4,4,2,3,2,3,2,2,2,2,2,2,5,2,2,3,2,1,4,4,5,5,3,3,2,3,4,3,3,2,1,2,2,3,2,3,3,3,3,2,4,3,3,4,3,4,2,4,5,3,5,4,5,5,4
1,30,Female,University,Argentina,Atheist,4,2,1,1,5,3,1,3,1,2,1,4,3,5,2,1,3,1,3,1,1,1,2,1,4,3,2,4,1,5,1,4,3,4,4,4,4,4,4,4,4,1,4,4,2,1,4,5,4,2,2,5,5,4,6,6,3,1,4,2,7,7,2,7,3,5,1,7
1,27,Male,Pre-University,arg,Atheist,6,3,2,2,1,1,1,4,1,1,1,3,1,3,2,1,1,1,1,1,1,1,3,1,5,3,1,5,1,1,1,5,5,5,5,5,2,4,3,4,3,1,2,3,3,2,2,4,5,2,4,4,3,6,2,6,2,5,6,1,6,5,4,6,1,7,6,6
1,39,Male,University,Argentino,Atheist,7,1,4,1,5,4,1,2,2,4,4,4,4,4,2,1,3,1,4,1,1,1,1,1,3,1,1,4,2,5,1,4,4,4,4,4,2,2,4,4,4,2,3,1,3,3,3,4,5,2,2,4,2,5,5,5,2,2,5,3,5,6,4,7,2,6,5,6
1,34,Male,University,Mexicana,Atheist,5,2,1,1,4,1,1,5,1,3,2,4,1,2,2,2,1,1,1,1,4,3,1,1,4,4,1,5,2,4,1,4,3,4,3,3,3,4,3,4,3,2,3,3,2,1,3,3,3,2,3,3,6,4,6,4,3,5,5,2,5,5,3,6,3,6,6,3
2,35,Male,University,Chile,Atheist,7,1,3,1,5,1,1,5,1,2,1,5,1,1,1,5,4,1,1,4,4,1,3,4,5,5,1,5,2,1,1,4,5,3,4,5,2,4,2,5,2,2,1,1,4,3,3,4,4,4,4,4,2,5,3,4,1,2,4,5,5,5,6,6,4,4,5,6
1,45,Male,University,Español,Atheist,1,2,2,3,5,3,3,5,1,2,1,2,1,4,3,1,3,5,5,3,1,1,3,1,3,4,1,5,1,4,1,5,5,5,5,5,5,5,3,5,5,1,1,1,2,4,1,1,2,3,6,2,3,1,1,3,2,6,1,4,5,5,4,6,4,5,5,3
1,33,Male,University,Argentino ,Religious,7,1,3,2,3,4,3,3,1,2,4,3,4,4,4,2,2,1,2,1,4,3,4,3,1,4,2,5,4,5,1,2,4,2,1,3,3,4,2,4,1,3,2,1,3,3,1,5,5,3,2,5,2,4,2,5,1,1,5,3,4,6,3,6,4,6,3,4
2,62,Female,University,Mexicana,Agnostic,7,4,1,2,2,4,2,2,1,3,1,4,3,3,4,2,2,1,3,1,2,1,4,1,1,4,2,3,2,4,5,4,3,4,4,4,4,4,4,4,4,3,1,1,3,4,1,5,5,1,1,5,1,5,2,5,3,1,5,3,6,6,4,4,4,6,4,4
1,27,Female,University,Mexicana ,Atheist,3,3,1,2,3,2,1,5,1,4,4,5,2,2,1,1,1,1,1,1,1,2,1,1,3,5,1,5,2,3,1,4,5,4,4,5,3,3,2,4,3,1,3,3,2,1,4,5,5,1,4,6,1,5,3,5,3,3,5,1,7,6,1,7,3,5,6,7
2,28,Female,University,Mexicana,Non-practicing religious,4,5,4,3,5,4,3,2,1,4,4,4,3,5,5,1,5,1,3,1,1,1,3,4,1,5,4,5,1,5,1,4,4,3,4,5,2,2,2,3,2,1,1,1,4,3,2,3,3,1,1,5,2,4,5,5,1,3,4,3,4,5,2,6,4,5,6,4
1,31,Male,University,Mexicana,Religious,5,5,5,4,4,4,4,3,2,4,1,5,4,5,4,2,3,2,4,1,4,3,4,5,3,3,4,1,4,4,1,4,4,5,4,4,3,3,4,5,4,3,1,1,4,1,3,4,5,1,1,4,2,6,5,4,1,1,6,4,5,7,5,6,1,7,1,7
1,25,Male,University,Argentino,Atheist,3,3,1,2,4,3,1,3,1,2,1,5,1,4,1,1,1,1,2,1,2,1,1,1,2,3,1,4,1,3,1,5,5,4,4,4,2,5,4,3,1,2,4,4,3,3,4,5,6,3,2,4,5,5,4,3,2,2,6,3,3,6,2,6,2,5,7,6
1,38,Male,University,España ,Agnostic,3,1,2,2,5,3,1,3,1,1,1,5,2,5,2,1,3,1,3,1,3,2,2,3,4,5,1,4,3,2,1,4,5,5,5,5,2,2,3,3,4,1,2,3,3,2,3,2,2,2,2,1,5,2,6,3,2,1,5,3,6,5,2,6,3,5,6,3
1,45,Male,University,Español,Atheist,4,3,2,1,5,1,1,5,1,2,1,5,1,2,1,1,2,1,2,2,2,1,2,1,4,4,1,5,1,2,1,5,5,4,4,5,4,3,4,5,5,1,3,3,3,1,1,5,4,1,2,4,2,4,2,5,2,2,4,2,5,6,2,6,3,5,5,6
1,24,Male,University,Española,Religious,3,3,3,3,4,3,3,3,3,2,5,5,1,3,3,1,3,1,3,1,2,3,3,2,2,3,2,1,3,4,2,2,2,2,4,4,2,4,4,4,2,4,1,2,4,4,1,4,2,1,2,4,4,4,2,5,1,1,5,3,5,5,3,4,4,5,4,4
1,36,Female,University,española,Atheist,2,1,2,1,5,3,2,3,1,2,1,5,2,4,1,1,3,1,3,1,2,2,2,1,3,4,2,5,2,4,1,4,5,4,4,4,5,4,4,4,5,1,4,3,2,1,3,5,4,1,2,5,2,5,3,5,2,1,5,1,3,2,5,2,3,6,5,7
1,32,Male,University,Española,Atheist,1,3,2,3,5,2,2,3,2,3,1,5,3,4,2,1,4,1,3,1,2,2,3,1,4,3,2,5,2,4,1,3,4,4,4,3,3,4,3,3,3,1,3,2,2,1,3,4,4,3,2,4,2,4,4,4,1,1,5,2,5,5,1,6,4,5,6,5
